ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018
44,Cyprus,CY,CYP,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,172.727003,168.6656334,162.5349236,155.7750404,153.813398,139.0768705,148.3864251,146.7705295,126.1778031
45,Czech Rep.,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",104.137256,71.45859664,69.92945918,47.4870255,61.1506734,69.74061269,67.23404012,71.72293197,79.593763,93.44801663,100,99.90107005,91.36403223,75.25531514
46,Czech Rep.,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",257.7412956,176.8611157,173.0764771,117.5311118,151.3488485,172.6090792,166.4052739,177.5153496,196.9957763,231.2852652,247.5015239,247.2566708,226.1273721,186.2580518
47,Czech Rep.,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",128.9989975,101.865163,91.04862822,66.89611366,76.98489586,81.50558375,76.41040005,79.29673635,83.58823741,89.89293673,100,99.12196246,90.43895217,75.22489009
48,Czech Rep.,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",550.5612252,434.7553859,388.5909601,285.5092443,328.5676587,347.8617269,326.1157395,338.4344774,356.7503878,383.6585271,426.7949641,423.0475441,385.9888935,321.0560427
49,Denmark,DK,DNK,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,,,,148.8521517,83.42994673,100,98.36574951,89.3123316,86.28158884
50,Denmark,DK,DNK,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,,,,70.4565139,39.4900788,47.33321829,46.55967493,42.27440087,40.83985279
51,Denmark,DK,DNK,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,,,,145.83176,88.17424784,100,96.2895357,90.44298088,85.91061295
52,Denmark,DK,DNK,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,,,,125.928567,76.14018153,86.351949,83.14789075,78.09927672,74.18548868
53,"Estonia, Rep. of",EE,EST,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,62.01378524,74.54281959,119.7137705,72.0328553,94.88106356,87.77693287,82.53939646,100,70.33337969,65.4186918,69.21913879
54,"Estonia, Rep. of",EE,EST,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,228.2327897,274.3440931,440.5892608,265.1065316,349.1960658,323.0503377,303.7743406,368.0355728,258.8518568,240.7640571,254.7510539
55,"Estonia, Rep. of",EE,EST,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,76.4148998,87.80310018,127.819783,83.06212386,98.56477942,94.65188022,88.38344882,100,77.99059063,73.08824038,68.5373867
56,"Estonia, Rep. of",EE,EST,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,465.6371975,535.0316445,778.8748755,506.1423188,600.6083602,576.764955,538.5680217,609.3539332,475.2387316,445.3660675,417.6352616
57,Finland,FI,FIN,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,116.9390511,92.62647124,83.43505931,95.05170055,90.48933963,100,107.6125546,103.4324434,99.111719
58,Finland,FI,FIN,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,171.7146527,136.0137798,122.5170044,139.5750145,132.8755911,146.8411546,158.0195176,151.8813941,145.5367925
59,Finland,FI,FIN,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,131.3701393,103.2519593,93.96505702,102.6968976,97.29352906,100,104.6098079,97.43095971,93.44168737
60,Finland,FI,FIN,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,291.0081423,228.7213899,208.1492555,227.4918299,215.522411,221.5177238,231.7292654,215.8268442,206.9898989
61,France,FR,FRA,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,150.3639849,124.2886905,102.6704281,112.899135,109.2548327,97.38502756,101.2280396,97.23362908,89.26750239,100,96.53725253,90.90875808,84.96702223
62,France,FR,FRA,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,48.91388042,40.4315046,33.39901536,36.72644612,35.54094303,31.67965785,32.92980183,31.63040744,29.0390012,32.53031666,31.40387394,29.57290688,27.64004139
63,France,FR,FRA,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,137.9972724,115.8933725,98.39688193,108.8323208,110.6992852,99.77671227,106.5959131,99.29375638,88.0481027,100,99.6908384,97.89201736,84.14995942
64,France,FR,FRA,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,85.60235673,71.8908834,61.03747445,67.51077747,68.6688913,61.89340969,66.12349086,61.59382288,54.61792806,62.03191936,61.84014048,60.72429726,52.19983496
65,Germany,DE,DEU,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,57.8898959822173,59.336006111312,67.4344069819068,76.4956763273688,74.0187637719704,85.2423105516401,87.8918042483913,86.0179780520322,100,95.7869856525277,83.8096831858461,74.3244848258694
66,Germany,DE,DEU,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,102.777603839139,105.34502482745,119.722909297379,135.810268503443,131.412762979489,151.339025153899,156.042930885957,152.716143659876,177.539797049749,170.06001992757,148.795541436189,131.95553951812
67,Germany,DE,DEU,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,69.1410447259987,65.7258182821083,73.3980956831378,83.6615303365371,78.699428533356,88.3545784176429,88.2945852775999,85.8237747703976,100,95.9101964636808,84.3806359665888,74.4774843264049
68,Germany,DE,DEU,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,185.715648401806,176.542211755316,197.150259809801,224.718261263053,211.389854707069,237.323978616867,237.162834611206,230.526137447582,268.604052972854,257.618674915674,226.649808130527,200.049541452946
69,Greece,GR,GRC,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,97.35480359,101.8118861,106.5180598,91.01336723,80.15568538,100,99.36203899,98.07249676,99.42491584
70,Greece,GR,GRC,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,183.6517801,192.0596973,200.9375046,171.6891852,151.207067,188.6417242,187.4382636,185.0056489,187.5568756
71,Greece,GR,GRC,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,89.48391293,92.47786431,101.3302192,90.88499342,81.25048833,100,97.81153071,99.95352495,97.62459885
72,Greece,GR,GRC,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,295.4719722,305.3578689,334.5879581,300.0982788,268.2855638,330.1956324,322.9694024,330.0421738,322.3521616
73,Hungary,HU,HUN,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,79.71572853,89.61585337,94.87649541,83.67625083,85.19644574,74.63098248,77.26370126,100,92.79945652,81.92435707,77.18197179
74,Hungary,HU,HUN,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,113.4705266,127.5627566,135.0509629,119.108091,121.2719966,106.2326976,109.9802138,142.3439623,132.0944234,116.614376,109.8638768
75,Hungary,HU,HUN,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,91.48982006,100.9101158,103.1489257,87.92733787,89.3079153,77.62397469,79.45544749,100,95.22639834,84.78578994,78.49172685
76,Hungary,HU,HUN,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,203.7046947,224.6792518,229.664026,195.7727264,198.8466215,172.8319943,176.9098208,222.6528531,212.0242928,188.7779803,174.7640693
77,Iceland,IS,ISL,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",98.354212831663,84.906847797612,74.9946735654258,51.6553397620771,78.6321432751378,68.5730146991213,77.8049033449455,86.7994252768631,89.2118682177831,87.9402018241632,100,77.2202621135605,75.2882384873419,75.2452995818458
78,Iceland,IS,ISL,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",93.0393170001156,80.3186248996083,70.9420878505328,48.8639722946915,74.3829948300787,64.8674446021414,73.6004575509481,82.1089306828562,84.3910092747423,83.1880615889437,94.596168604751,73.0474093459743,71.2197890190329,71.1791704595929
79,Iceland,IS,ISL,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",104.226020957244,94.9729920508872,76.2763486411926,59.3465663617967,79.6695238499072,70.9246761760829,76.645398610473,84.2603309438559,89.4256375214063,88.1590499511532,100,81.5111411047378,79.3612164941468,80.2863371098037
80,Iceland,IS,ISL,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",143.666030547471,130.911577088458,105.139965368441,81.8038100036364,109.817146831486,97.7631746899614,105.648666973599,116.14515423443,123.265056594147,121.519181553655,137.840847446729,112.35564766227,109.392173359565,110.667367456091
81,Indonesia,ID,IDN,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,89.2282023167803,88.9664303064664,86.2710653365209,83.4833783192931,89.8495546893996,100,102.935505895416,102.1042674809,110.477389500692
82,Indonesia,ID,IDN,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,274.503767482677,273.69844583339,265.406360822374,256.830254065512,276.415310725617,307.642382515033,316.673242790561,314.116001127765,339.875273200343
83,Indonesia,ID,IDN,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,89.9509981540316,87.2821003648224,84.7189944639697,81.0616770589504,88.4317538380669,100,102.332003545145,100.903910042835,108.649031253211
84,Indonesia,ID,IDN,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,533.663507637398,517.829404793134,502.622946681876,480.924723483022,524.650097366757,593.282474446315,607.11784278313,598.645214315219,644.595661081004
